date;solar_radiation_wm2;mm_precipitation; lightning_activity; km_lightning_distance;wind_direction;wind_speed_ms;gust_speed_ms;air_temperature_c; kpa_vapor_pressure; kpa_atmospheric_pressure;x_axis_level;y_axis_level; mm_h_max_precip_rate; c_rh_sensor_temp; kpa_vdp
05-11-2020;13,4;0;0;0;321;1,17;2,85;17,3;1,017;98,14;0,2;0,4;0;18,1;0,96
05-11-2020;5;0;0;0;331;1,2;2,11;17;0,997;98,14;0,2;0,4;0;17;0,94
05-11-2020;0,4;0;0;0;337;0,93;1,58;15,7;1,017;98,15;0,2;0,3;0;16,2;0,77
05-11-2020;0;0;0;0;329;0,65;1,64;15,1;1,005;98,17;0,1;0,3;0;15,3;0,71
05-11-2020;0;0;0;0;311;0,76;1,49;14,1;1,022;98,17;0,2;0,3;0;14,3;0,58
05-11-2020;0;0;0;0;312;0,88;2,49;14,3;0,999;98,16;0,1;0,3;0;13,6;0,63
05-11-2020;0;0;0;0;319;0,6;1,53;13;1,025;98,17;0,2;0,3;0;13,2;0,47
05-11-2020;0;0;0;0;190;0,5;1,38;12,6;1,031;98,18;0,2;0,3;0;12,5;0,42
05-11-2020;0;0;0;0;160;0,38;1,27;11,8;1,044;98,18;0,1;0,3;0;11,8;0,34
05-11-2020;0;0;0;0;27;0,26;0,56;11,2;1,059;98,18;0,1;0,3;0;11,1;0,27
05-11-2020;0;0;0;0;130;0,34;0,68;10,8;1,062;98,2;0,1;0,3;0;10,5;0,23
05-11-2020;0;0;0;0;20;0,34;0,73;10,3;1,056;98,21;0,2;0,3;0;10;0,2
05-11-2020;0;0;0;0;238;0,27;0,53;9,9;1,055;98,21;0,2;0,3;0;9,5;0,16
05-11-2020;0;0;0;0;2;0,2;0,5;9,4;1,055;98,2;0,2;0,3;0;9,1;0,12
05-11-2020;0;0;0;0;63;0,28;0,58;9,1;1,049;98,19;0,2;0,3;0;8,6;0,11
06-11-2020;0;0;0;0;294;0,22;0,39;8,6;1,045;98,18;0,2;0,3;0;8,4;0,07
06-11-2020;0;0;0;0;45;0,37;0,64;8,4;1,03;98,17;0,2;0,3;0;8;0,07
06-11-2020;0;0;0;0;269;0,28;0,55;8,1;1,013;98,17;0,2;0,3;0;7,7;0,06
06-11-2020;0;0;0;0;27;0,36;0,65;7,8;1,011;98,17;0,2;0,3;0;7,4;0,05
06-11-2020;0;0;0;0;77;0,31;0,75;7,5;1,007;98,16;0,2;0,3;0;7,2;0,03
06-11-2020;0;0;0;0;311;0,3;0,53;7,2;0,988;98,15;0,3;0,3;0;6,9;0,03
06-11-2020;0;0;0;0;49;0,26;0,55;7,1;0,978;98,13;0,2;0,2;0;6,7;0,03
06-11-2020;0;0;0;0;183;0,2;0,49;6,9;0,97;98,12;0,2;0,2;0;6,5;0,03
06-11-2020;0;0;0;0;327;0,23;0,51;6,7;0,957;98,11;0,2;0,2;0;6,3;0,02
06-11-2020;0;0;0;0;344;0,17;0,51;6,5;0,945;98,09;0,2;0,2;0;6,1;0,02
06-11-2020;0;0;0;0;97;0,33;0,55;6,4;0,936;98,08;0,2;0,2;0;5,9;0,03
06-11-2020;0;0;0;0;284;0,43;0,69;6,2;0,935;98,07;0,1;0,2;0;5,9;0,01
06-11-2020;0;0;0;0;67;0,27;0,48;6;0,922;98,07;0,2;0,2;0;5,6;0,01
06-11-2020;0;0;0;0;62;0,17;0,52;5,8;0,916;98,06;0,1;0,2;0;5,5;0,01
06-11-2020;0;0;0;0;221;0,19;0,51;5,7;0,906;98,04;0,2;0,2;0;5,3;0,01
06-11-2020;0;0;0;0;338;0,25;0,49;5,4;0,891;98,03;0,2;0,2;0;5,1;0,01
06-11-2020;0;0;0;0;74;0,24;0,43;5,4;0,887;98,01;0,2;0,2;0;5;0,01
06-11-2020;0;0;0;0;296;0,28;0,71;5,2;0,877;98,01;0,2;0,2;0;4,8;0,01
06-11-2020;0;0;0;0;345;0,46;0,85;5,1;0,87;98;0,2;0,2;0;4,7;0,01
06-11-2020;0;0;0;0;310;0,37;1,01;4,9;0,863;97,99;0,1;0,2;0;4,6;0
06-11-2020;0;0;0;0;44;0,43;0,86;4,8;0,855;98;0,2;0,2;0;4,4;0
06-11-2020;0;0;0;0;185;0,37;0,78;4,8;0,858;97,99;0,1;0,2;0;4,4;0
06-11-2020;0;0;0;0;333;0,45;0,68;4,6;0,847;98;0,1;0,2;0;4,3;#N/D
06-11-2020;0;0;0;0;84;0,28;0,77;4,4;0,837;98;0,1;0,2;0;4,1;0
06-11-2020;0;0;0;0;286;0,42;0,74;4,4;0,831;98,01;0,2;0,2;0;4;0
06-11-2020;0;0;0;0;21;0,33;0,68;4,2;0,822;98,01;0,1;0,2;0;3,8;0
06-11-2020;0,5;0;0;0;11;0,14;0,37;4;0,815;98,01;0,1;0,2;0;3,6;#N/D
06-11-2020;4,6;0;0;0;226;0,24;0,57;4;0,809;98,03;0,2;0,2;0;3,5;0
06-11-2020;11,6;0;0;0;24;0,38;0,74;3,8;0,803;98,04;0,1;0,2;0;3,5;#N/D
06-11-2020;69,7;0;0;0;165;0,24;0,44;4,1;0,815;98,05;0,2;0,3;0;3,9;0
06-11-2020;135,2;0;0;0;169;0,32;0,65;4,5;0,84;98,06;0,2;0,3;0;5,5;0
06-11-2020;174,3;0;0;0;312;0,32;0,87;5,3;0,885;98,05;0,3;0,4;0;7,2;0
06-11-2020;205,1;0;0;0;34;0,52;1,08;6,4;0,957;98,05;0,2;0,5;0;8,7;0
06-11-2020;258,5;0;0;0;4;0,55;0,96;7,1;1,004;98,03;0,3;0,6;0;9,9;0
06-11-2020;323,5;0;0;0;323;0,58;1,42;8,1;1,086;98,03;0,3;0,6;0;11,5;#N/D
06-11-2020;374,7;0;0;0;304;0,57;1,18;9,5;1,185;98,04;0,3;0,6;0;13,3;0
06-11-2020;422,9;0;0;0;235;0,82;1,73;10,8;1,243;98,04;0,2;0,6;0;14,8;0,05
06-11-2020;473,1;0;0;0;260;0,83;2,22;11,4;1,207;98,04;0,2;0,6;0;15,7;0,14
06-11-2020;484,9;0;0;0;276;0,88;1,85;12,3;1,232;98,05;0,2;0,7;0;16,7;0,2
06-11-2020;513,7;0;0;0;277;1,33;3,77;12,6;1,219;98,06;0,1;0,6;0;17,3;0,24
06-11-2020;627,8;0;0;0;278;1,5;2,73;13;1,209;98,05;0,1;0,6;0;17,4;0,29
06-11-2020;695,8;0;0;0;273;1,72;3,63;13,1;1,189;98,04;0,2;0,6;0;17,5;0,32
06-11-2020;746,5;0;0;0;293;1,89;4,01;13,5;1,181;98,05;0;0,6;0;17,4;0,37
06-11-2020;792,7;0;0;0;254;1,42;3,63;14,2;1,205;98,05;0,3;0,6;0;17,8;0,42
06-11-2020;835,7;0;0;0;261;1,59;3,65;14,4;1,243;98,06;0;0,6;0;18,3;0,4
06-11-2020;877,1;0;0;0;266;1,74;3,79;14,7;1,247;98,06;0,1;0,6;0;18,4;0,42
06-11-2020;915,1;0;0;0;291;2,13;4,62;14,9;1,259;98,07;0,2;0,6;0;18,4;0,43
06-11-2020;946,9;0;0;0;275;1,98;4,87;15,2;1,257;98,08;0,1;0,5;0;18,2;0,47
06-11-2020;977,3;0;0;0;294;2,03;5,3;15,6;1,259;98,07;0,1;0,6;0;18,4;0,52
06-11-2020;1006,9;0;0;0;292;1,84;3,75;16,1;1,269;98,05;0,2;0,5;0;18,6;0,55
06-11-2020;1030;0;0;0;324;1,95;3,6;16,4;1,273;98,04;0,1;0,6;0;18,9;0,6
06-11-2020;1046,9;0;0;0;259;1,52;3,22;17,2;1,293;98,04;0,1;0,5;0;19,2;0,67
06-11-2020;1059,7;0;0;0;292;1,66;4,01;17,7;1,305;98,03;0,2;0,5;0;19,8;0,72
06-11-2020;1067,4;0;0;0;309;1,94;4,51;18,1;1,349;98,02;0,1;0,6;0;20,2;0,73
06-11-2020;1067,7;0;0;0;304;1,9;3,72;18,7;1,397;98,01;0,1;0,5;0;20,5;0,75
06-11-2020;1067;0;0;0;288;1,88;4,01;19;1,397;98;0,1;0,6;0;20,9;0,81
06-11-2020;1037,9;0;0;0;295;1,54;3,92;19,6;1,443;98,01;0,1;0,4;0;21,3;0,83
06-11-2020;946,1;0;0;0;309;1,49;4,66;20;1,468;98;0,3;0,4;0;21,8;0,87
06-11-2020;882,1;0;0;0;273;1,43;4,03;20,4;1,469;97,99;0,1;0,5;0;22,4;0,93
06-11-2020;946,4;0;0;0;291;1,2;3,18;20,8;1,477;97,99;0,2;0,3;0;22,8;0,97
06-11-2020;979,9;0;0;0;295;1,35;4,17;21,1;1,479;97,98;0,2;0,2;0;23,3;1,03
06-11-2020;971,5;0;0;0;328;1,5;3,8;21,4;1,475;97,98;0,2;0,3;0;23,6;1,07
06-11-2020;941,3;0;0;0;323;1,95;4,43;21,7;1,486;97,97;0,3;0,2;0;23,9;1,1
06-11-2020;893,6;0;0;0;314;1,21;2,56;22,1;1,488;97,97;0,1;0,3;0;24,2;1,18
06-11-2020;870,1;0;0;0;275;1,1;4,18;22,7;1,499;97,97;0,1;0,2;0;24,8;1,26
06-11-2020;819,3;0;0;0;313;1,14;3,04;22,9;1,507;97,97;0,2;0,3;0;25,3;1,28
06-11-2020;783;0;0;0;273;1,35;3,29;23,2;1,459;97,96;0,1;0,3;0;25,6;1,38
06-11-2020;737,5;0;0;0;233;0,93;2,11;23,6;1,474;97,95;0,1;0,3;0;26;1,44
06-11-2020;519,7;0;0;0;237;0,73;2,6;23,8;1,439;97,95;0,2;0,3;0;26,4;1,51
06-11-2020;62,2;0;0;0;209;1,08;2,34;24;1,413;97,96;0,2;0,5;0;26,1;1,57
06-11-2020;442,1;0;0;0;243;0,75;1,97;23,8;1,377;97,96;0,3;0,3;0;25,6;1,56
06-11-2020;527,6;0;0;0;295;1,17;3,74;23,6;1,435;97,95;0,3;0,2;0;26;1,48
06-11-2020;474,8;0;0;0;277;0,8;2,09;23,9;1,46;97,94;0,3;0,2;0;26,5;1,5
06-11-2020;417,1;0;0;0;295;1,06;2,95;23,7;1,438;97,94;0,1;0,4;0;26,8;1,48
06-11-2020;359;0;0;0;284;0,75;2,72;23,9;1,459;97,95;0,3;0,2;0;26,6;1,51
06-11-2020;305,3;0;0;0;298;1,11;2,48;23,7;1,429;97,95;0,3;0,3;0;26,6;1,49
06-11-2020;249,8;0;0;0;299;1,19;2,75;23,2;1,442;97,96;0,3;0,3;0;26,2;1,4
06-11-2020;182,9;0;0;0;298;0,54;1,58;23,3;1,435;98;0,3;0,3;0;25,6;1,42
06-11-2020;34,8;0;0;0;292;0,63;1,63;22,3;1,363;98,01;0,2;0,4;0;24,5;1,33
06-11-2020;28,6;0;0;0;319;0,78;1,4;21,1;1,372;98;0,2;0,4;0;22,6;1,13
06-11-2020;21,8;0;0;0;324;0,6;1,8;20,1;1,319;98;0,2;0,4;0;21,1;1,03
06-11-2020;14,1;0;0;0;295;0,34;0,73;19;1,305;98,03;0,2;0,4;0;19,8;0,89
06-11-2020;5,3;0;0;0;51;0,4;0,73;18;1,306;98,04;0,2;0,4;0;18,6;0,76
06-11-2020;0,5;0;0;0;65;0,66;1,09;16,4;1,384;98,05;0,2;0,4;0;17,2;0,48
06-11-2020;0;0;0;0;75;0,43;0,86;15,8;1,352;98,05;0,2;0,3;0;16;0,44
06-11-2020;0;0;0;0;77;0,46;0,87;14,5;1,345;98,06;0,2;0,3;0;15;0,3
06-11-2020;0;0;0;0;75;0,35;0,92;14,4;1,32;98,08;0,2;0,3;0;14,2;0,31
06-11-2020;0;0;0;0;64;0,58;1,2;13,7;1,305;98,09;0,2;0,3;0;13,7;0,27
06-11-2020;0;0;0;0;62;0,44;1,05;13;1,286;98,09;0,2;0,3;0;13;0,21
06-11-2020;0;0;0;0;91;0,64;1,29;13,3;1,281;98,09;0,2;0,3;0;12,6;0,24
06-11-2020;0;0;0;0;90;0,44;0,77;12,6;1,282;98,1;0,2;0,3;0;12,5;0,18
06-11-2020;0;0;0;0;75;0,33;0,73;12,2;1,284;98,1;0,2;0,3;0;12;0,14
06-11-2020;0;0;0;0;58;0,25;0,59;11,9;1,281;98,09;0,1;0,2;0;11,6;0,12
06-11-2020;0;0;0;0;83;0,26;0,59;11,6;1,273;98,08;0,2;0,3;0;11,3;0,09
06-11-2020;0;0;0;0;90;0,3;0,64;11,4;1,269;98,07;0,2;0,3;0;11;0,08
06-11-2020;0;0;0;0;326;0,4;0,7;11,1;1,268;98,06;0,1;0,3;0;10,8;0,05
07-11-2020;0;0;0;0;67;0,45;0,72;11;1,255;98,05;0,1;0,3;0;10,6;0,06
07-11-2020;0;0;0;0;99;0,36;0,83;10,7;1,237;98,05;0,2;0,3;0;10,3;0,05
07-11-2020;0;0;0;0;83;0,28;0,52;10,6;1,207;98,04;0,2;0,3;0;10,2;0,07
07-11-2020;0;0;0;0;110;0,26;0,54;10,4;1,216;98,04;0,2;0,3;0;9,9;0,04
07-11-2020;0;0;0;0;88;0,44;0,67;10;1,199;98,03;0,2;0,3;0;9,7;0,03
07-11-2020;0;0;0;0;294;0,23;0,52;9,7;1,178;98,01;0,2;0,3;0;9,4;0,02
07-11-2020;0;0;0;0;45;0,5;0,75;9,6;1,165;98;0,2;0,3;0;9,2;0,03
07-11-2020;0;0;0;0;7;0,34;0,64;9,1;1,148;97,99;0,2;0,3;0;9;0
07-11-2020;0;0;0;0;72;0,41;1,32;9,1;1,131;97,97;0,2;0,3;0;8,6;0,02
07-11-2020;0;0;0;0;30;0,71;1,34;8,8;1,124;97,97;0,2;0,3;0;8,6;0,01
07-11-2020;0;0;0;0;190;0,8;1,73;8,6;1,111;97,96;0,2;0,3;0;8,4;0
07-11-2020;0;0;0;0;322;0,51;0,91;8,2;1,083;97,95;0,2;0,2;0;8,1;0,01
07-11-2020;0;0;0;0;97;0,9;1,43;8,4;1,087;97,94;0,2;0,3;0;8;0,01
07-11-2020;0;0;0;0;64;0,71;1,46;8,2;1,085;97,92;0,2;0,3;0;8;0,01
07-11-2020;0;0;0;0;121;0,35;0,82;8,3;1,081;97,91;0,2;0,3;0;8;0,01
07-11-2020;0;0;0;0;332;0,52;1,02;7,9;1,059;97,89;0,2;0,3;0;7,7;0
07-11-2020;0;0;0;0;142;0,79;1,57;7,7;1,05;97,87;0,2;0,3;0;7,5;0
07-11-2020;0;0;0;0;320;0,55;1,14;7,5;1,032;97,87;0,3;0,3;0;7,4;0
07-11-2020;0;0;0;0;356;0,5;0,95;7,2;1,015;97,86;0,2;0,3;0;7,1;0
07-11-2020;0;0;0;0;196;0,47;1,13;7,2;1,011;97,86;0,2;0,3;0;6,9;0
07-11-2020;0;0;0;0;74;0,78;1,43;7;0,998;97,86;0,2;0,3;0;6,7;0
07-11-2020;0;0;0;0;43;0,58;1,34;6,8;0,983;97,85;0,2;0,2;0;6,6;0
07-11-2020;0;0;0;0;257;0,48;1,07;6,6;0,973;97,85;0,2;0,2;0;6,4;0
07-11-2020;0;0;0;0;352;0,56;1,04;6,6;0,969;97,87;0,2;0,2;0;6,2;0,01
07-11-2020;0;0;0;0;178;0,77;1,7;6,5;0,966;97,87;0,2;0,2;0;6,2;0
07-11-2020;0;0;0;0;49;0,54;0,97;6,2;0,947;97,89;0,2;0,2;0;6,1;0
07-11-2020;0,7;0;0;0;284;0,36;0,91;6,2;0,947;97,9;0,2;0,1;0;5,9;0
07-11-2020;5;0;0;0;10;0,41;0,82;5,9;0,927;97,91;0,1;0,2;0;5,7;#N/D
07-11-2020;12,2;0;0;0;87;0,6;0,91;6,1;0,939;97,92;0,1;0,2;0;5,7;0
07-11-2020;85,2;0;0;0;267;0,17;0,39;6,2;0,945;97,92;0,2;0,3;0;6,3;#N/D
07-11-2020;142,9;0;0;0;307;0,36;0,67;6,6;0,978;97,93;0,3;0,4;0;7,8;#N/D
07-11-2020;183,5;0;0;0;16;0,42;0,65;7,4;1,024;97,92;0,3;0,5;0;9,3;0
